Unique_ID,BANK_TYPE,COMPARISON_TYPE,BANK_NAME_ABBR,SNL_INSTITUTE_ID,YEAR_QUARTER,REG_COMPANY_NAME,REG_SNL_INSTN_KEY,REG_STATE,REG_LLR_TO_GROSS_LOAN,REG_RESV_TO_NPA,HIGH_RISK_RE_LOAN_TO_DOM_LOAN,REG_NCO_TO_AVG_LOAN,REG_LLP_TO_NCO,RESV_TO_ADJ_NPL,PD_NACCR_RESTRUCT_FRCLSD_TO_LOAN_FRCLSD,TOTAL_NCL_TO_LOAN,TOTAL_NCL_TO_ASSETS,TOTAL_NONCURRENT_ASSETS_TO_ASSETS,REG_LLR_TO_GROSS_LOAN,NCO_TO_AVG_LOAN_CU,NET_CREDIT_CARD_CHRG_OFF_TO_AVG_CREDIT_CARD_LOAN,OREO_TO_ASSETS_AQ,REG_EQUITY_RESV_TO_ASSETS,REG_NPL_TO_LOAN,NPA_TO_LOAN,LOAN_LEASES_HFS,TOTAL_LOAN_LEASES_EXCL_HFS,TOTAL_RESV,REG_TOTAL_ASSETS,TOTAL_DEP_INCL_DOM_FRGN,TOTAL_LOAN_LEASES_CHRG_OFF,LLR_LOAN_LOSS_RES_BEGIN_PERIOD,LLR_CHANGES_MERGERS,LLR_OTHER_ADJ,LLR_BAL_AT_END_PREV_YR,TOTAL_LOAN_LEASES_RECOV,LLR_TOTAL_CHRG_OFF_BHC,PROV_FOR_LOAN_LEASE_LOSS,LN_AND_LS_HFI_AMORT_COST_RE_CONST_LOAN,LN_AND_LS_HFI_AMORT_COST_COM_RE_LOAN,LN_AND_LS_HFI_AMORT_COST_RES_RE_LOAN,LN_AND_LS_HFI_AMORT_COST_COM_LOAN,LN_AND_LS_HFI_AMORT_COST_CREDIT_CARD,LN_AND_LS_HFI_AMORT_COST_OTHER_CONSUMER_LOAN,LN_AND_LS_HFI_AMORT_COST_TOTAL,LN_AND_LS_HFI_ALLOWANCE_RE_CONST_LOAN,LN_AND_LS_HFI_ALLOWANCE_COM_RE_LOAN,LN_AND_LS_HFI_ALLOWANCE_RES_RE_LOAN,LN_AND_LS_HFI_ALLOWANCE_COM_LOAN,LN_AND_LS_HFI_ALLOWANCE_CREDIT_CARD,LN_AND_LS_HFI_ALLOWANCE_OTHER_CONSUMER_LOAN,LN_AND_LS_HFI_ALLOWANCE_UNALLOCATED,LN_AND_LS_HFI_ALLOWANCE_TOTAL,latitude,longitude
100334-2017Q3,Peer,Close-Peer,KEY,KEY,2017Q3,KeyCorp,100334,OH,1.01,114.86,20.34,0.18,105.51,123.68,1,0.8,0.52,0.52,1.01,0.18,,0.04,11.78,0.81,0.88,1341408,87949176,898218,137129912,103494743,81230,,,,891233,41255,80971,42176,,,,,,,,,,,,,,,,40.417287,-82.907123
100253-2017Q3,Peer,Close-Peer,M&T BANK,MTB,2017Q3,M&T Bank Corporation,100253,NY,1.15,83.33,37.44,0.11,120.49,96.72,2.06,1.7,1.24,1.26,1.15,0.11,,0.09,14.39,1.23,1.38,571199,87353935,1013326,120401804,93513393,47052,,,,1008225,22153,47052,30000,,,,,,,,,,,,,,,,43.299428,-74.217933
103042-2017Q3,Non-Peer,Non-Peer,Morgan Stanley,103042,2017Q3,Morgan Stanley,103042,NY,0.18,6.73,9.89,0.22,17.33,10.43,1.71,1.69,0.28,0.44,0.18,0.22,,0,9.28,1.69,2.61,15728000,123737000,245000,853693000,154639000,75000,,,,306000,0,75000,13000,,,,,,,,,,,,,,,,43.299428,-74.217933
100406-2017Q3,Peer,Peer,PNC,PNC,2017Q3,"The PNC Financial Services Group, Inc.",100406,PA,1.17,76.15,16.86,0.19,133.52,85.31,1.92,1.37,0.81,0.83,1.17,0.19,,0.05,13.06,1.43,1.54,1763661,221039825,2605374,375255765,260750826,185542,,,,2560588,79428,185166,141688,,,,,,,,,,,,,,,,41.203322,-77.194525
100233-2017Q3,Peer,Close-Peer,REGIONS,RF,2017Q3,Regions Financial Corporation,100233,AL,1.3,58.49,16.84,0.38,99.89,62.94,2.52,1.27,0.82,0.83,1.3,0.38,,0.07,14.3,2.11,2.23,388134,79355773,1040588,123518484,97849358,105919,,,,1040669,29838,104668,76000,,,,,,,,,,,,,,,,32.318231,-86.902298
100447-2017Q3,Non-Peer,Non-Peer,State Street,100447,2017Q3,State Street Corporation,100447,MA,0.24,,0,0,,,0.01,0.01,0,0,0.24,0,,0,9.56,0,0,0,23638345,57510,235999818,179263103,0,,,,53587,0,0,3923,,,,,,,,,,,,,,,,42.407211,-71.382437
4047176-2017Q3,Peer,Peer,USB,USB,2017Q3,U.S. Bancorp,4047176,MN,1.39,90.46,13.93,0.47,115.45,95.97,2.43,1.27,0.78,0.78,1.39,0.47,,0.04,11.46,1.46,1.53,3757000,278104000,3908000,459227000,342589000,433000,,,,3856000,103000,426000,381000,,,,,,,,,,,,,,,,46.729553,-94.6859
100382-2017Q3,Mega-Bank,Mega-Bank,Wells Fargo,100382,2017Q3,Wells Fargo & Company,100382,CA,1.14,52.65,15.35,0.3,105.86,56.17,3.36,2.09,1.05,1.05,1.14,0.29,,0.04,11.22,2.08,2.17,20166000,948072000,11078000,1934939000,1307058000,1144000,,,,11073000,427000,1144000,759000,,,,,,,,,,,,,,,,36.778261,-119.417932
100501-2017Q3,Non-Peer,Peer,Zions,100501,2017Q3,"Zions Bancorporation, National Association",100501,UT,1.22,90.18,42.11,0.08,61.22,94.44,1.42,1.12,0.76,0.76,1.22,0.08,,0,12.59,1.35,1.36,71352,44155384,540634,65390693,52487466,25110,,,,544115,16134,,5495,,,,,,,,,,,,,,,,39.32098,-111.093731
100369-2017Q3,Mega-Bank,Mega-Bank,Bank of America,100369,2017Q3,Bank of America Corporation,100369,NC,1.09,63.77,8.71,0.37,92.11,68.75,2.19,1.24,0.53,0.55,1.09,0.37,,0.01,12.39,1.63,1.72,13243000,963738000,10693000,2285062000,1285367000,1361000,,,,10875000,461000,1322000,829000,,,,,,,,,,,,,,,,35.759573,-79.0193
100438-2017Q4,Peer,Peer,BB&T / Truist Financial Corporation,TFC,2017Q4,Truist Financial Corporation,100438,NC,1.03,110.86,25.87,0.36,109.23,119.87,1.29,0.77,0.5,0.5,1.03,0.36,,0.03,14.05,0.87,0.93,1099000,143701000,1490000,221642000,157371000,172000,,,,1478000,42000,172000,142000,,,,,,,,,,,,,,,,35.759573,-79.0193
100144-2017Q4,Non-Peer,Non-Peer,BNY Mellon,100144,2017Q4,The Bank of New York Mellon Corporation,100144,NY,0.26,121.37,7.03,-0.01,200,125.2,0.22,0.15,0.02,0.03,0.26,-0.01,,0,11.14,0.21,0.21,0,61240000,159000,371758000,244393000,0,,,,161000,2000,0,-4000,,,,,,,,,,,,,,,,43.299428,-74.217933
